"id_pet";"cycles"
1020758047;3
1020758048;3
1020758064;3
1020758070;3
1020758073;3
1020758075;3
1020758081;3
1020758082;3
1020758087;3
1020758088;3
1020758091;3
1020758092;3
1020758094;3
1020758095;3
1020758101;3
1020758102;3
1020758103;3
1020758105;3
1020758106;3
1020758107;3
1020758108;3
1020758112;3
1020758113;3
1020758114;3
1020758121;3
1020758122;3
1020758123;3
1015610169;6
1015610169;6
1015610169;6
1015610169;6
1015610169;6
1015610169;6
1020751276;6
1020751561;6
1020751821;6
1020752043;6
1020752266;6
1020752494;6
1020752494;6
1020752552;6
1020752728;6
1020752728;6
1020753029;6
1020753029;6
1020753029;6
1020753029;6
1020753029;6
1020753029;6
1020753029;6
1020753951;6
1020753951;6
1020753951;6
1020753983;6
1020753983;6
1020754795;6
1020756540;6
1020756541;6
1020756608;6
1020756608;6
1020761053;6
1020761059;6
1020761061;6
1020761062;6
1020761063;6
1020761064;6
1020761067;6
1020761069;6
1020761073;6
1020761074;6
1020761075;6
1020761080;6
1020761081;6
1020761085;6
1020761088;6
1020761091;6
1020761096;6
1020761101;6
1020761102;6
1020761103;6
1020761104;6
1020761110;6
1020761113;6
1020761114;6
1020761120;6
1020761121;6
1020761123;6
1020761125;6
1020761130;6
1020761134;6
1020761135;6
1020761136;6
1020761137;6
1020761138;6
1020761138;6
1020761139;6
1020761143;6
1020761146;6
1020761152;6
1020761156;6
1020761157;6
1020761162;6
1020761163;6
1020761164;6
1020761165;6
1020761166;6
1020761168;6
1020761169;6
1020761173;6
1020761186;6
1020761187;6
1020761188;6
1020761196;6
1020761197;6
1020761201;6
1020761202;6
1020761205;6
1020761227;6
1020757151;12
1020757152;12
1020757379;12
1020757380;12
1020757422;12
1020757425;12
1020757426;12
1020753839;12
1020757447;12
1020757446;12
1020751162;12
1020757468;12
1020757477;12
1020755201;12
1020751172;12
1020750339;12
1020754729;12
1020758083;12
1020757781;12
1020758124;12
1020755339;12
1020753617;12
1020753618;12
1020758153;12
1020758154;12
1020751257;12
1020753640;12
1020754888;12
1020758223;12
1020758224;12
1017940115;12
1017940298;12
1017840153;12
1020751325;12
1015820139;12
1018140112;12
1020753321;12
1020751190;12
1007550110;12
1020755426;12
1020751210;12
1020751989;12
1015970114;12
1020751381;12
1020758275;12
1020753497;12
1020753499;12
1016490116;12
1020755204;12
1020758313;12
1020755332;12
1017500131;12
1020751402;12
1020750922;12
1020754197;12
1015060151;12
1020753810;12
1020751303;12
1020751302;12
1020758376;12
1020758377;12
1015370184;12
1020755509;12
1020755239;12
1012000131;12
1020751356;12
1020750703;12
1020753637;12
1020753628;12
1020758426;12
1020758427;12
1018020133;12
1016460110;12
1018000116;12
1018890111;12
1015160112;12
1018210188;12
1020751453;12
1017740108;12
1020753710;12
1020755598;12
1020750422;12
1020755732;12
1020755733;12
1020755734;12
1020755735;12
1020755736;12
1020755737;12
1018320102;12
1020758784;12
1020758785;12
1020750393;12
1009660125;12
1009920135;12
1020753889;12
1020753870;12
1009070166;12
1012340152;12
1020751586;12
1020753765;12
1020755491;12
1020758120;12
1020750444;12
1020750445;12
1013430198;12
1020751498;12
1020751474;12
1011760158;12
1018390143;12
1020750451;12
1020750450;12
1020755499;12
1018970140;12
1020750517;12
1020751631;12
1013340105;12
1011690192;12
1008110199;12
1020753904;12
1020753921;12
1018570125;12
1020759313;12
1008070111;12
1020759325;12
1020759326;12
1020751421;12
1020755811;12
1020753944;12
1013540112;12
1013270131;12
1020750482;12
1020750483;12
1020751433;12
1020753985;12
1019190181;12
1020751713;12
1020750470;12
1019210122;12
1020751774;12
1020751773;12
1020753741;12
1020758292;12
1020756461;12
1020755936;12
1019170155;12
1020753997;12
1011020111;12
1011020201;12
1020751382;12
1020755917;12
1020754009;12
1020751569;12
1020755937;12
1020753369;12
1020751575;12
1020754432;12
1020753814;12
1020750695;12
1020750696;12
1020751727;12
1009860132;12
1009030113;12
1020751612;12
1020754215;12
1020753695;12
1020756025;12
1014020155;12
1020759677;12
1013960154;12
1011950101;12
1011860110;12
1011860292;12
1020755546;12
1012640113;12
1012640202;12
1012640385;12
1012640466;12
1012640547;12
1012640628;12
1012640717;12
1020759694;12
1017250194;12
1020759699;12
1020759700;12
1020750820;12
1020750821;12
1018460117;12
1016030115;12
1020751430;12
1020759693;12
1020751624;12
1020750836;12
1016260111;12
1020756550;12
1020750508;12
1013620132;12
1020759734;12
1020759735;12
1020759736;12
1020754085;12
1012760283;12
1012760101;12
1020750529;12
1018660116;12
1020751633;12
1020751664;12
1020752529;12
1020754124;12
1020759770;12
1020759771;12
1020751573;12
1020750541;12
1020756396;12
1010580121;12
1020759778;12
1020759779;12
1020751668;12
1019590103;12
1015040125;12
1020754014;12
1020751689;12
1010890155;12
1012610125;12
1010010112;12
1020754196;12
1020751645;12
1020759841;12
1020756462;12
1020759195;12
1007820192;12
1020754068;12
1020750561;12
1020751706;12
1020754131;12
1020751656;12
1020754025;12
1014000391;12
1014000219;12
1017990121;12
1020756524;12
1011910141;12
1020750231;12
1020751718;12
1020750557;12
1020751495;12
1019630172;12
1020754242;12
1020759917;12
1010170225;12
1020759861;12
1020754724;12
1010980146;12
1020750576;12
1020759935;12
1020757433;12
1020759938;12
1020759939;12
1015000174;12
1020753998;12
1019610147;12
1020759977;12
1020755685;12
1010890236;12
1020756352;12
1020760006;12
1020760007;12
1020754417;12
1020754255;12
1020751639;12
1020751638;12
1020751686;12
1020751695;12
1020751232;12
1020750369;12
1020750368;12
1020752112;12
1020752111;12
1011530233;12
1011530152;12
1020760087;12
1020750688;12
1013090150;12
1015500142;12
1020750769;12
1020750817;12
1020750581;12
1020760095;12
1020760097;12
1020751814;12
1013110100;12
1020760082;12
1019720163;12
1020750670;12
1020754391;12
1011080106;12
1020754304;12
1020751813;12
1020751812;12
1020756345;12
1011390121;12
1020760123;12
1020760124;12
1020760125;12
1013470149;12
1020750776;12
1020750848;12
1020750816;12
1020751875;12
1020751887;12
1020754298;12
1014300191;12
1020754287;12
1020750706;12
1011320182;12
1020751781;12
1020750805;12
1020754439;12
1020751818;12
1020750500;12
1020750944;12
1020758813;12
1011870174;12
1020754347;12
1020750838;12
1011120175;12
1020754293;12
1020760161;12
1009820181;12
1011570111;12
1020750503;12
1020750631;12
1020750628;12
1011890108;12
1020760190;12
1020760191;12
1020750748;12
1020750843;12
1019810154;12
1012020247;12
1020750597;12
1019850113;12
1020750383;12
1015200181;12
1015200262;12
1020751241;12
1012900123;12
1012370221;12
1013230181;12
1020750862;12
1020755741;12
1020760250;12
1020760251;12
1020760252;12
1019930133;12
1020760276;12
1020760277;12
1020760278;12
1020750449;12
1020750900;12
1009560171;12
1018310131;12
1020754510;12
1020751922;12
1020751931;12
1020751920;12
1020751918;12
1020751950;12
1019940104;12
1020754496;12
1020757305;12
1012110157;12
1008860198;12
1013360122;12
1009050131;12
1020752347;12
1020759306;12
1020754393;12
1020754526;12
1020751959;12
1020750914;12
1020751968;12
1020754542;12
1020100211;12
1011660102;12
1020110101;12
1020760347;12
1020750761;12
1020750760;12
1020750918;12
1020757306;12
1020760371;12
1020754577;12
1020750632;12
1020754597;12
1020750810;12
1011340116;12
1020751988;12
1020751991;12
1020751990;12
1020750942;12
1020750902;12
1020060163;12
1011740122;12
1009090191;12
1020754028;12
1020380150;12
1020760451;12
1020750942;12
1010100103;12
1009270173;12
1013660193;12
1012020166;12
1020750941;12
1020751446;12
1020760467;12
1020752061;12
1009340139;12
1020750194;12
1020350161;12
1020752802;12
1020420127;12
1020750822;12
1020430190;12
1020750943;12
1020751856;12
1020752121;12
1020750845;12
1013710123;12
1020755568;12
1011860373;12
1020754670;12
1020753857;12
1018610101;12
1020752421;12
1020755456;12
1020755457;12
1020752156;12
1020760570;12
1020760571;12
1020750979;12
1020760385;12
1020752177;12
1020750977;12
1020754743;12
1020750188;12
1020754772;12
1008340194;12
1008340275;12
1007460129;12
1008140187;12
1020751001;12
1020760621;12
1020760621;12
1020754783;12
1020752780;12
1020750837;12
1020750768;12
1007900111;12
1020760654;12
1010630161;12
1008640236;12
1008640155;12
1020750344;12
1020751018;12
1020752271;12
1020760664;12
1020758071;12
1020752470;12
1020750232;12
1012820103;12
1007680161;12
1020751059;12
1020751361;12
1010440117;12
1020751073;12
1010230228;12
1007840118;12
1020750274;12
1020751580;12
1020760572;12
1009020142;12
1020751091;12
1020753757;12
1020760757;12
1008680114;12
1020760105;12
1020760106;12
1020760107;12
1008640317;12
1020751127;12
1020752265;12
1020750705;12
1008990130;12
1020751152;12
1014110316;12
1020760870;12
1020752498;12
1020751422;12
1020760959;12
1020760958;12
1020760965;12
1020760975;12
1020760982;12
1020760336;12
1020760257;12
1020760994;12
1020760996;12
1020761018;12
1020761025;12
1020761026;12
1020761041;12
1020761042;12
1020761045;12
1020761097;12
1020761126;12
1020761175;12
1020761172;12
1020761206;12
1020761222;12
1020761224;12
1020761228;12
1020755117;12
1020758303;12
1020760662;12
1020761230;12
1020761233;12
1020750316;12
1020761235;12
1020761239;12
1020759032;12
1020761243;12
1020761240;12
1020761244;12
1020761249;12
1020761250;12
1020761251;12
1020758199;12
1020761255;12
1020761260;12
1020761264;12
1020761268;12
1020761274;12
1020761261;12
1020761277;12
1020761286;12
1020761287;12
1020761290;12
1020761291;12
1020756390;12
1020761296;12
1020761295;12
1020761297;12
1020761298;12
1020760947;12
1020757221;12
1020757222;12
1020757248;12
1020757249;12
1020757250;12
1020753525;12
1020751853;12
1020755220;12
1020753390;12
1020757497;12
1020757498;12
1020753381;12
1020753382;12
1020757505;12
1020753553;12
1020758126;12
1020758127;12
1020758157;12
1020758158;12
1020758168;12
1020758169;12
1020758170;12
1020755429;12
1020751377;12
1020750973;12
1020758243;12
1020751177;12
1020751477;12
1020751375;12
1020754792;12
1020758333;12
1020758334;12
1020758345;12
1020758351;12
1020754985;12
1020757057;12
1017480190;12
1017480271;12
1009570215;12
1009570134;12
1020758368;12
1020751335;12
1016330178;12
1020758393;12
1020758394;12
1020752328;12
1020758452;12
1020758453;12
1020758451;12
1020753894;12
1011060172;12
1011060253;12
1020751390;12
1018470171;12
1020752277;12
1020755678;12
1020755679;12
1020753750;12
1020753931;12
1020753902;12
1020751484;12
1020751483;12
1020750381;12
1020759353;12
1020759354;12
1020750479;12
1020750478;12
1020754013;12
1020759409;12
1020757772;12
1020758419;12
1020758420;12
1020758422;12
1020759436;12
1020759437;12
1020759652;12
1020759656;12
1020759657;12
1020759658;12
1020759659;12
1020751587;12
1020754240;12
1020759637;12
1020753823;12
1020759724;12
1020759725;12
1010040101;12
1020750469;12
1020759769;12
1011990153;12
1020751667;12
1020759796;12
1020759797;12
1020759798;12
1020754183;12
1020750562;12
1020754556;12
1016650164;12
1020756448;12
1013480110;12
1020754129;12
1020759842;12
1020759843;12
1020755947;12
1020755948;12
1013280102;12
1020759859;12
1020759864;12
1020759402;12
1013250114;12
1020752450;12
1020759897;12
1020751771;12
1020758059;12
1020756500;12
1020756498;12
1020751729;12
1020759919;12
1020759920;12
1020759921;12
1020759922;12
1020759923;12
1020759924;12
1020759944;12
1020759945;12
1020757028;12
1020754235;12
1020754234;12
1020760003;12
1020756342;12
1020756387;12
1020760011;12
1020760012;12
1020758354;12
1020760027;12
1020760028;12
1020760034;12
1020760035;12
1020751831;12
1020751832;12
1014660138;12
1020758034;12
1020756598;12
1020751750;12
1020756632;12
1020756630;12
1020760098;12
1020754369;12
1020760129;12
1020754481;12
1020050109;12
1020754256;12
1020760143;12
1020751804;12
1020760146;12
1020751784;12
1020751785;12
1020750499;12
1010810143;12
1020754353;12
1020760210;12
1020760211;12
1020754501;12
1020759788;12
1020760163;12
1020754474;12
1020756126;12
1020756125;12
1020757245;12
1020754132;12
1020751898;12
1020751899;12
1020754232;12
1020756506;12
1020760273;12
1020754507;12
1020760300;12
1020760301;12
1020752036;12
1020751619;12
1020757376;12
1020759753;12
1020760337;12
1020760338;12
1020760351;12
1020760352;12
1020754567;12
1020160117;12
1020751997;12
1020754576;12
1020756337;12
1020756336;12
1020760387;12
1020760447;12
1020760453;12
1020760478;12
1014660219;12
1020753725;12
1020754641;12
1020760517;12
1020752075;12
1020754654;12
1020754674;12
1020757147;12
1020760536;12
1020760537;12
1020753849;12
1020758395;12
1020760542;12
1020760543;12
1020759669;12
1020750969;12
1020759260;12
1020760548;12
1020580167;12
1020760551;12
1020760546;12
1020751007;12
1020750976;12
1014350112;12
1020759746;12
1020760623;12
1020760639;12
1020752241;12
1020750752;12
1020754828;12
1020758585;12
1020760666;12
1020760667;12
1020760669;12
1020752134;12
1014110227;12
1020758623;12
1020760703;12
1020754992;12
1020759986;12
1020760742;12
1020751399;12
1020752903;12
1020760888;12
1020760934;12
1020760936;12
1020760942;12
1020760963;12
1020760945;12
1020760999;12
1020761003;12
1020761014;12
1020761019;12
1020761027;12
1020761029;12
1020761040;12
1020761044;12
1020761046;12
1020761052;12
1020761212;12
1020761213;12
1020761208;12
1020761207;12
1020761217;12
1020761247;12
1020761253;12
1020761254;12
1020761263;12
1020757032;12
1020761269;12
1020757031;12
1020757518;12
1020761284;12
1020761288;12
1020761289;12
1020761292;12
1020761293;12
1020761294;12
1020752425;12
1020758242;12
1020761321;12
1020760866;12
1020760864;3
1020760865;3
1020760867;3
1020760876;3
1020760878;3
1020760883;3
1020760882;3
1020760884;3
1020760886;3
1020760889;3
1020760929;3
1020760937;3
1020760944;3
1020760950;3
1020760949;3
1020760962;3
1020760967;3
1020760966;3
1020760981;3
1020760991;3
1020760990;3
1020760989;3
1020760988;3
1020761008;3
1020761015;3
1020761016;3
1020761017;3
1020760728;3
1020755217;3
1020761022;3
1020761021;3
1020761030;3
1020761036;3
1020761038;3
1020761039;3
1020761055;3
1020761056;3
1020761057;3
1020761124;3
1020761209;3
1020761210;3
1020761219;3
1020761256;3
1020761265;3
1020761266;3
1020750850;3
1020761272;3
1020761283;3
1020761285;3
