id;nome_pet;observacoes;data_nascimento;data_contrato;tipo;ativo;id_plano;numero_microchip;created_at;id_cliente;contem_doenca_pre_existente;doencas_pre_existentes;updated_at;deleted_at;familiar;data_encerramento;;;;;;;;;;;;
1013150233;CHARLOTE AVANCINI;SEXO: FÊMEA;2015-08-01;2016-06-15;CACHORRO;0;2;1356;2016-09-29 00:00;1013150071;0;;;;1;;;;;;;;;;;;;
1014420331;LIA VASCONCELOS;SEXO: FÊMEA;2011-04-15;2016-06-15;CACHORRO;0;2;953010000576058;2016-11-16 00:00;1017670053;0;;;;1;;;;;;;;;;;;;
1014720131;LOLA VIEIRA DE FREITAS;SEXO: FÊMEA;2015-02-10;2016-06-01;CACHORRO;0;2;1720;2016-10-04 00:00;1014720050;0;;;;0;;;;;;;;;;;;;
1014850182;CHANEL PEREIRA DE ASSIS;SEXO: FÊMEA;2016-02-24;2016-05-15;CACHORRO;0;2;953010000572147;2016-10-04 00:00;1014850000;0;;;;0;;;;;;;;;;;;;
1014880171;DARA TEIXEIRA GUEDES;SEXO: FÊMEA;2012-01-01;2016-06-15;CACHORRO;0;2;1754;2016-10-04 00:00;1014880090;0;;;;0;;;;;;;;;;;;;
1009000117;JHONNY WALKER;SEXO: MACHO;2009-04-25;2016-05-15;CACHORRO;1;2;963006008582842;2016-09-24 00:00;1009000036;0;;;;0;;;;;;;;;;;;;
1009030113;LEGO PARARIO;SEXO: MACHO;2015-10-05;2016-02-01;CACHORRO;1;2;953010000581944;2016-09-24 00:00;1009030024;0;;;;0;;;;;;;;;;;;;
1009460118;FRED COUTINHO;SEXO: MACHO;2015-05-27;2016-07-15;CACHORRO;0;2;953010000578696;2016-09-24 00:00;1009460037;0;;;;0;;;;;;;;;;;;;
1009830144;JOLYNE SCARDUA;SEXO: FÊMEA;2015-02-23;2016-06-01;CACHORRO;1;2;953010000566675;2016-09-26 00:00;1009830063;0;;;;0;;;;;;;;;;;;;
1009840115;JOANA MEZZOMO;SEXO: FÊMEA;2016-03-15;2016-06-01;CACHORRO;1;2;953010000692830;2016-09-26 00:00;1009840026;0;;;;0;;;;;;;;;;;;;
1010100103;SIMBA FERRO;SEXO: MACHO;2016-03-05;2016-07-15;CACHORRO;1;2;953010000582186;2016-09-26 00:00;1010100014;0;;;;0;;;;;;;;;;;;;
1014430132;THOR MARQUES;SEXO: MACHO;2013-05-19;2016-04-15;CACHORRO;0;2;953010000576080;2016-10-03 00:00;1014430051;0;;;;0;;;;;;;;;;;;;
1009550117;LINDY CASOTTI PETRONETTO;SEXO: FÊMEA;2015-12-05;2016-04-15;CACHORRO;0;2;504;2016-09-24 00:00;1009550028;0;;;;0;;;;;;;;;;;;;
1008850125;SAM OLIVEIRA;SEXO: MACHO;2014-02-28;2016-04-01;CACHORRO;0;2;900088000111602;2016-09-24 00:00;1008850044;0;;;;0;;;;;;;;;;;;;
1008930153;BABY RIBEIRO;SEXO: MACHO;2015-08-05;2016-07-15;CACHORRO;0;2;370;2016-09-24 00:00;1008930072;0;;;;0;;;;;;;;;;;;;
1007990195;SPAIK SERGIO SANTANA;SEXO: MACHO;2014-06-04;2016-07-15;CACHORRO;0;2;141;2016-09-23 00:00;1007990012;0;;;;0;;;;;;;;;;;;;
1008840162;JHULY GOMES;SEXO: FÊMEA;2014-02-10;2016-04-01;CACHORRO;1;2;953010000568187;2016-09-24 00:00;1008840081;0;;;;0;;;;;;;;;;;;;
1011270142;FREDERICO CARVALHO;SEXO: MACHO;2013-05-01;2015-12-15;CACHORRO;1;2;953010000567558;2016-09-27 00:00;1011270061;0;;;;0;;;;;;;;;;;;;
1008900165;THOR LIMA;SEXO: MACHO;2015-09-14;2016-03-15;CACHORRO;1;2;953010000567794;2016-09-24 00:00;1008900084;0;;;;0;;;;;;;;;;;;;
1008890186;TIGRAO SOUZA;SEXO: MACHO;2010-05-19;2016-02-15;CACHORRO;0;2;357;2016-09-24 00:00;1008890003;0;;;;0;;;;;;;;;;;;;
1009510158;SIMBA CARVALHO;SEXO: MACHO;2015-08-10;2016-05-01;CACHORRO;1;2;985111000874034;2016-09-24 00:00;1009510077;0;;;;0;;;;;;;;;;;;;
1008870151;OZZY SANTOS;SEXO: MACHO;2012-12-02;2016-03-15;CACHORRO;1;2;953010000580311;2016-09-24 00:00;1008870070;0;;;;0;;;;;;;;;;;;;
1008990130;GIULIA CRUZ;SEXO: FÊMEA;2008-08-12;2016-04-15;CACHORRO;1;2;953010000575513;2016-09-24 00:00;1008990059;0;;;;0;;;;;;;;;;;;;
1009200124;DONDOCA RODRIGUES COITINHO;SEXO: FÊMEA;2016-02-08;2016-04-19;CACHORRO;0;2;424;2016-09-24 00:00;1009200043;0;;;;0;;;;;;;;;;;;;
1009590160;PIG SANTOS;SEXO: MACHO;2010-10-12;2016-04-01;CACHORRO;0;2;953010000573143;2016-09-24 00:00;1009590089;0;;;;0;;;;;;;;;;;;;
1009680151;SUSHI FRANCISCO SABARA;SEXO: MACHO;2010-03-07;2016-04-01;CACHORRO;0;2;532;2016-09-24 00:00;1009680070;0;;;;0;;;;;;;;;;;;;
1009710165;DANTE MODOLO DE MATOS;SEXO: MACHO;2016-03-09;2016-06-01;CACHORRO;1;2;985111000874038;2016-09-24 00:00;1009710084;0;;;;0;;;;;;;;;;;;;
1010380114;BELA OLIVEIRA;SEXO: FÊMEA;2011-02-18;2016-04-01;CACHORRO;0;2;953010000578717;2016-09-26 00:00;1010380033;0;;;;0;;;;;;;;;;;;;
1009060101;JUDH OLIVEIRA PEREIRA;SEXO: FÊMEA;2009-10-10;2016-07-15;CACHORRO;0;2;953010000572765;2016-09-24 00:00;1009060012;0;;;;0;;;;;;;;;;;;;
1009500195;NINA COSTA;SEXO: FÊMEA;2011-10-07;2016-06-01;CACHORRO;1;2;953010000583182;2016-09-24 00:00;1009500012;0;;;;0;;;;;;;;;;;;;
1014870116;THOR RIBEIRO;SEXO: MACHO;2010-10-07;2016-05-15;CACHORRO;1;2;953010000687520;2016-10-04 00:00;1014870027;0;;;;0;;;;;;;;;;;;;
1010610136;NINA CUPERTINO;SEXO: FÊMEA;2009-01-06;2016-06-01;CACHORRO;1;2;953010000566764;2016-09-26 00:00;1010610055;0;;;;0;;;;;;;;;;;;;
1010960111;SHEIK DOS SANTOS;SEXO: MACHO;2014-02-09;2016-07-15;CACHORRO;0;2;963008000341545;2016-09-26 00:00;1010960030;0;;;;0;;;;;;;;;;;;;
1013340105;SIMBA LUPARELLI;SEXO: MACHO;2015-04-01;2016-02-15;CACHORRO;1;2;953010000579284;2016-09-29 00:00;1013340016;0;;;;0;;;;;;;;;;;;;
1010340163;LUPI CARNIATO;SEXO: MACHO;2014-03-29;2016-07-15;CACHORRO;0;2;675;2016-09-26 00:00;1010340082;0;;;;0;;;;;;;;;;;;;
1009360164;LUNA MAGALHAES;SEXO: FÊMEA;2014-11-01;2016-02-15;CACHORRO;0;2;953010000567511;2016-09-24 00:00;1009360083;0;;;;0;;;;;;;;;;;;;
1010830179;LIPE PEREIRA;SEXO: MACHO;2015-10-18;2016-04-15;CACHORRO;0;2;953010000573103;2016-09-26 00:00;1010830098;0;;;;0;;;;;;;;;;;;;
1010980146;KOMODO THEBALDI;SEXO: MACHO;2015-06-26;2016-03-30;CACHORRO;1;2;953010000582218;2016-09-26 00:00;1010980065;0;;;;0;;;;;;;;;;;;;
1009610110;MICO BOTELHO;SEXO: MACHO;2008-03-23;2016-02-01;CACHORRO;1;2;953010000579348;2016-09-24 00:00;1009610021;0;;;;0;;;;;;;;;;;;;
1009780112;HARETA FERNANDES;SEXO: FÊMEA;2015-05-12;2016-01-01;CACHORRO;0;2;3;2016-09-24 00:00;1009780023;0;;;;0;;;;;;;;;;;;;
1009540146;TOBY JOSE LEITE CUNHA;SEXO: MACHO;2014-04-26;2016-05-04;CACHORRO;0;2;953010000691156;2016-09-24 00:00;1009540065;0;;;;0;;;;;;;;;;;;;
1009700101;DARA CASTRO;SEXO: FÊMEA;2010-08-19;2015-12-01;CACHORRO;1;2;953010000573716;2016-09-24 00:00;1009700011;0;;;;0;;;;;;;;;;;;;
1009720128;VALENTINA DORNELAS;SEXO: FÊMEA;2011-11-15;2016-03-15;CACHORRO;0;2;953010000581769;2016-09-24 00:00;1009720047;0;;;;0;;;;;;;;;;;;;
1009800156;BOB BRANDAO;SEXO: MACHO;2014-03-02;2016-03-01;CACHORRO;0;2;953010000575670;2016-09-24 00:00;1009800075;0;;;;0;;;;;;;;;;;;;
1009790177;THOR PEREIRA;SEXO: MACHO;2012-06-06;2016-04-01;CACHORRO;0;2;953010000567577;2016-09-24 00:00;1009790096;0;;;;0;;;;;;;;;;;;;
1013390111;BARDOT MARQUES;SEXO: FÊMEA;2015-10-19;2016-02-15;CACHORRO;1;2;953010000568099;2016-09-29 00:00;1013390030;0;;;;0;;;;;;;;;;;;;
1013410162;ZECA FRACALOSSI;SEXO: MACHO;2015-05-01;2015-12-01;CACHORRO;1;2;953010000573728;2016-09-29 00:00;1013410081;0;;;;0;;;;;;;;;;;;;
1013490174;SAFIRA ALMEIDA;SEXO: FÊMEA;2014-09-27;2016-05-10;GATO;1;2;985111000874042;2016-09-29 00:00;1013490093;0;;;;0;;;;;;;;;;;;;
1013540112;SIMBA RODRIGUES;SEXO: MACHO;2013-10-09;2016-03-01;CACHORRO;0;2;953010000582531;2016-09-29 00:00;1013540023;0;;;;0;;;;;;;;;;;;;
1012480167;PIPA LACERDA;SEXO: FÊMEA;2015-09-17;2016-01-01;CACHORRO;1;2;953010000579831;2016-09-28 00:00;1012480086;0;;;;0;;;;;;;;;;;;;
1009100171;ZICO DE DEUS COUTO NUNES;SEXO: MACHO;2015-01-04;2016-07-15;CACHORRO;0;2;400;2016-09-24 00:00;1009100090;0;;;;0;;;;;;;;;;;;;
1012810132;DUKE RODOLFO;SEXO: MACHO;2015-11-03;2016-04-27;CACHORRO;1;2;985111000874025;2016-09-28 00:00;1012810051;0;;;;0;;;;;;;;;;;;;
1012830168;PACOCA CARVALHO;SEXO: FÊMEA;2015-04-01;2016-05-01;CACHORRO;1;2;953010000575452;2016-09-28 00:00;1012830087;0;;;;0;;;;;;;;;;;;;
1012880181;NINA LEITAO;SEXO: MACHO;2014-12-22;2016-03-15;CACHORRO;1;2;953010000571884;2016-09-28 00:00;1012880009;0;;;;0;;;;;;;;;;;;;
1012900123;ALOHAB CARVALHO;SEXO: FÊMEA;2014-08-29;2016-06-01;CACHORRO;1;2;985111000874029;2016-09-28 00:00;1012900042;0;;;;0;;;;;;;;;;;;;
1012920159;LINCY MONTEIRO;SEXO: FÊMEA;2014-03-18;2016-04-01;CACHORRO;0;2;953010000567011;2016-09-28 00:00;1012920078;0;;;;0;;;;;;;;;;;;;
1012930111;NINA MARTINELLE;SEXO: FÊMEA;2015-04-22;2016-03-01;CACHORRO;1;2;953010000580362;2016-09-28 00:00;1012930031;0;;;;0;;;;;;;;;;;;;
1014220162;BELINHA ROZALEM;SEXO: FÊMEA;2014-02-14;2016-07-15;CACHORRO;1;2;953010000692580;2016-10-03 00:00;1014220081;0;;;;0;;;;;;;;;;;;;
1012420181;BOLT AZEVEDO;SEXO: MACHO;2013-10-01;2016-04-01;CACHORRO;1;2;953010000575526;2016-09-28 00:00;1012420008;0;;;;0;;;;;;;;;;;;;
1013190111;PAULISTINHO ROSARIO;SEXO: MACHO;2015-02-15;2016-06-01;CACHORRO;0;2;953010000581839;2016-09-29 00:00;1013190022;0;;;;0;;;;;;;;;;;;;
1013200192;MEG RAMOS;SEXO: FÊMEA;2014-01-02;2016-06-15;GATO;0;2;953010000572472;2016-09-29 00:00;1013200010;0;;;;0;;;;;;;;;;;;;
1013210155;BIDU PAIVA;SEXO: MACHO;2016-03-07;2016-05-01;CACHORRO;0;2;1368;2016-09-29 00:00;1013210074;0;;;;0;;;;;;;;;;;;;
1013220118;NICOLAS FANTIN;SEXO: MACHO;2012-11-25;2016-02-15;CACHORRO;0;2;953010000581878;2016-09-29 00:00;1013220037;0;;;;0;;;;;;;;;;;;;
1009530183;FRED NICOLINI;SEXO: MACHO;2014-11-16;2016-02-01;CACHORRO;0;2;500;2016-09-24 00:00;1009530001;0;;;;0;;;;;;;;;;;;;
1009740153;THOR ELEUTERIA FERNANDES;SEXO: MACHO;2015-05-26;2016-03-15;CACHORRO;0;2;953010000581835;2016-09-24 00:00;1009740072;0;;;;0;;;;;;;;;;;;;
1009960196;BELINHA CURTY;SEXO: FÊMEA;2015-07-15;2015-12-01;CACHORRO;0;2;953010000565513;2016-09-26 00:00;1009960013;0;;;;0;;;;;;;;;;;;;
1009970159;CELINE BARROS;SEXO: FÊMEA;2015-10-10;2016-06-01;CACHORRO;0;2;953010000566797;2016-09-26 00:00;1009970078;0;;;;0;;;;;;;;;;;;;
1010000141;NICK ROCHA;SEXO: MACHO;2016-01-08;2016-04-01;GATO;0;2;953010000575440;2016-09-26 00:00;1010000061;0;;;;0;;;;;;;;;;;;;
1010020258;PRINCESA SILVA;SEXO: FÊMEA;2015-09-21;2016-05-15;CACHORRO;1;2;953010000582027;2016-09-26 00:00;1010020096;0;;;;0;;;;;;;;;;;;;
1010030130;BONES WANZELER;SEXO: MACHO;2015-06-15;2015-12-01;CACHORRO;1;2;953010000573720;2016-09-26 00:00;1010030059;0;;;;0;;;;;;;;;;;;;
1012970172;TULIO AGUINO;SEXO: MACHO;2010-07-29;2016-02-01;CACHORRO;0;2;953010000568190;2016-09-28 00:00;1012970091;0;;;;0;;;;;;;;;;;;;
1014150105;NICOLE FIGUEIREDO;SEXO: FÊMEA;2015-09-12;2016-05-01;CACHORRO;0;2;953010000578705;2016-10-03 00:00;1014150016;0;;;;0;;;;;;;;;;;;;
1012550122;BROWNIE TORRES;SEXO: MACHO;2016-06-04;2016-07-01;CACHORRO;1;2;953010000571874;2016-09-28 00:00;1012550041;0;;;;0;;;;;;;;;;;;;
1014270186;HACHI SCHETTINO;SEXO: MACHO;2016-04-29;2016-07-15;CACHORRO;1;2;1612;2016-10-03 00:00;1014270003;0;;;;0;;;;;;;;;;;;;
1010530116;RABI ABREU;SEXO: MACHO;2015-07-27;2016-04-15;CACHORRO;0;2;953010000575768;2016-09-26 00:00;1010530027;0;;;;0;;;;;;;;;;;;;
1010580121;PEP CEZANA;SEXO: MACHO;2010-07-08;2016-03-15;CACHORRO;1;2;953010000582512;2016-09-26 00:00;1010580041;0;;;;0;;;;;;;;;;;;;
1010620107;TININHA SANTOS;SEXO: FÊMEA;2010-10-12;2016-03-15;GATO;1;2;953010000691058;2016-09-26 00:00;1010620018;0;;;;0;;;;;;;;;;;;;
1010650197;MEL DUARTE;SEXO: FÊMEA;2015-02-13;2016-04-15;CACHORRO;1;2;953010000567270;2016-09-26 00:00;1010650014;0;;;;0;;;;;;;;;;;;;
1013400108;BELINHA DA SILVA;SEXO: FÊMEA;2011-01-01;2016-05-01;CACHORRO;1;2;953010000566953;2016-09-29 00:00;1013400019;0;;;;0;;;;;;;;;;;;;
1013480110;KALEU CHIACHIO;SEXO: MACHO;2012-05-25;2016-03-15;CACHORRO;1;2;953010000572723;2016-09-29 00:00;1013480021;0;;;;0;;;;;;;;;;;;;
1014410115;BABY JANE;SEXO: FÊMEA;2010-05-08;2016-06-15;CACHORRO;1;2;953010000963306;2016-10-03 00:00;1014410026;0;;;;0;;;;;;;;;;;;;
1012120110;BHART SANTOS;SEXO: MACHO;2015-05-08;2016-02-15;CACHORRO;1;2;953010000579325;2016-09-28 00:00;1012120039;0;;;;0;;;;;;;;;;;;;
